,location,location_next,location_2,location_3,location_4
3162,checkout,checkout,drinks,checkout,checkout
2985,fruit,drinks,checkout,checkout,checkout
3001,drinks,checkout,checkout,checkout,checkout
3016,checkout,checkout,checkout,checkout,fruit
3031,fruit,checkout,checkout,fruit,spices
3040,checkout,checkout,fruit,spices,checkout
3018,drinks,fruit,spices,checkout,checkout
3039,fruit,spices,checkout,checkout,checkout
3044,spices,checkout,checkout,checkout,checkout
3051,checkout,checkout,checkout,checkout,drinks
2992,drinks,checkout,checkout,drinks,checkout
3002,checkout,checkout,drinks,checkout,checkout
3133,dairy,drinks,checkout,checkout,checkout
3163,drinks,checkout,checkout,checkout,checkout
3167,checkout,checkout,checkout,checkout,checkout
2992,drinks,checkout,checkout,checkout,checkout
3002,checkout,checkout,checkout,checkout,spices
3032,dairy,checkout,checkout,spices,drinks
3054,checkout,checkout,spices,drinks,spices
3024,dairy,spices,drinks,spices,drinks
3031,spices,drinks,spices,drinks,checkout
3045,drinks,spices,drinks,checkout,checkout
3052,spices,drinks,checkout,checkout,checkout
3066,drinks,checkout,checkout,checkout,checkout
3081,checkout,checkout,checkout,checkout,dairy
2993,fruit,checkout,checkout,dairy,checkout
3003,checkout,checkout,dairy,checkout,checkout
3134,spices,dairy,checkout,checkout,checkout
3142,dairy,checkout,checkout,checkout,checkout
3150,checkout,checkout,checkout,checkout,checkout
2993,fruit,checkout,checkout,checkout,checkout
3003,checkout,checkout,checkout,checkout,dairy
3033,spices,checkout,checkout,dairy,fruit
3044,checkout,checkout,dairy,fruit,checkout
3025,spices,dairy,fruit,checkout,checkout
3032,dairy,fruit,checkout,checkout,spices
3093,fruit,checkout,checkout,spices,drinks
3098,checkout,checkout,spices,drinks,checkout
2994,drinks,spices,drinks,checkout,checkout
3054,spices,drinks,checkout,checkout,checkout
3080,drinks,checkout,checkout,checkout,checkout
3087,checkout,checkout,checkout,checkout,spices
3135,dairy,checkout,checkout,spices,drinks
3143,checkout,checkout,spices,drinks,checkout
2994,drinks,spices,drinks,checkout,checkout
3054,spices,drinks,checkout,checkout,dairy
3080,drinks,checkout,checkout,dairy,checkout
3087,checkout,checkout,dairy,checkout,checkout
3034,spices,dairy,checkout,checkout,dairy
3045,dairy,checkout,checkout,dairy,checkout
3069,checkout,checkout,dairy,checkout,checkout
3026,fruit,dairy,checkout,checkout,checkout
3046,dairy,checkout,checkout,checkout,checkout
3059,checkout,checkout,checkout,checkout,checkout
2995,dairy,checkout,checkout,checkout,checkout
3039,checkout,checkout,checkout,checkout,checkout
3136,fruit,checkout,checkout,checkout,checkout
3144,checkout,checkout,checkout,checkout,fruit
2995,dairy,checkout,checkout,fruit,dairy
3039,checkout,checkout,fruit,dairy,checkout
3035,dairy,fruit,dairy,checkout,checkout
3063,fruit,dairy,checkout,checkout,dairy
3077,dairy,checkout,checkout,dairy,checkout
3087,checkout,checkout,dairy,checkout,checkout
3027,fruit,dairy,checkout,checkout,checkout
3040,dairy,checkout,checkout,checkout,checkout
3053,checkout,checkout,checkout,checkout,spices
2996,fruit,checkout,checkout,spices,dairy
3004,checkout,checkout,spices,dairy,checkout
3145,fruit,spices,dairy,checkout,checkout
3158,spices,dairy,checkout,checkout,checkout
3164,dairy,checkout,checkout,checkout,checkout
3205,checkout,checkout,checkout,checkout,drinks
2996,fruit,checkout,checkout,drinks,fruit
3004,checkout,checkout,drinks,fruit,checkout
3041,fruit,drinks,fruit,checkout,checkout
3055,drinks,fruit,checkout,checkout,dairy
3070,fruit,checkout,checkout,dairy,checkout
3078,checkout,checkout,dairy,checkout,checkout
3035,spices,dairy,checkout,checkout,checkout
3047,dairy,checkout,checkout,checkout,checkout
3082,checkout,checkout,checkout,checkout,checkout
3005,fruit,checkout,checkout,checkout,checkout
3055,checkout,checkout,checkout,checkout,checkout
3146,fruit,checkout,checkout,checkout,checkout
3151,checkout,checkout,checkout,checkout,checkout
3005,fruit,checkout,checkout,checkout,checkout
3055,checkout,checkout,checkout,checkout,checkout
3046,fruit,checkout,checkout,checkout,checkout
3056,checkout,checkout,checkout,checkout,checkout
3036,spices,checkout,checkout,checkout,checkout
3083,checkout,checkout,checkout,checkout,fruit
3006,fruit,checkout,checkout,fruit,checkout
3010,checkout,checkout,fruit,checkout,checkout
3152,dairy,fruit,checkout,checkout,checkout
3159,fruit,checkout,checkout,checkout,checkout
3165,checkout,checkout,checkout,checkout,fruit
3006,fruit,checkout,checkout,fruit,checkout
3010,checkout,checkout,fruit,checkout,checkout
3047,dairy,fruit,checkout,checkout,checkout
3057,fruit,checkout,checkout,checkout,checkout
3071,checkout,checkout,checkout,checkout,checkout
3037,fruit,checkout,checkout,checkout,checkout
3041,checkout,checkout,checkout,checkout,checkout
274,fruit,checkout,checkout,checkout,checkout
285,checkout,checkout,checkout,checkout,checkout
282,dairy,checkout,checkout,checkout,checkout
309,checkout,checkout,checkout,checkout,spices
274,fruit,checkout,checkout,spices,dairy
285,checkout,checkout,spices,dairy,spices
282,fruit,spices,dairy,spices,drinks
288,spices,dairy,spices,drinks,fruit
293,dairy,spices,drinks,fruit,dairy
366,spices,drinks,fruit,dairy,checkout
376,drinks,fruit,dairy,checkout,checkout
393,fruit,dairy,checkout,checkout,checkout
429,dairy,checkout,checkout,checkout,checkout
468,checkout,checkout,checkout,checkout,dairy
283,dairy,checkout,checkout,dairy,checkout
309,checkout,checkout,dairy,checkout,checkout
3007,spices,dairy,checkout,checkout,checkout
3017,dairy,checkout,checkout,checkout,checkout
3024,checkout,checkout,checkout,checkout,dairy
3153,dairy,checkout,checkout,dairy,checkout
3160,checkout,checkout,dairy,checkout,checkout
3007,spices,dairy,checkout,checkout,checkout
3017,dairy,checkout,checkout,checkout,checkout
3024,checkout,checkout,checkout,checkout,drinks
3048,dairy,checkout,checkout,drinks,spices
3072,checkout,checkout,drinks,spices,checkout
3054,dairy,drinks,spices,checkout,checkout
3060,drinks,spices,checkout,checkout,checkout
3072,spices,checkout,checkout,checkout,checkout
3084,checkout,checkout,checkout,checkout,checkout
3018,drinks,checkout,checkout,checkout,checkout
3031,checkout,checkout,checkout,checkout,checkout
3154,spices,checkout,checkout,checkout,checkout
3166,checkout,checkout,checkout,checkout,checkout
3018,drinks,checkout,checkout,checkout,checkout
3031,checkout,checkout,checkout,checkout,spices
3049,fruit,checkout,checkout,spices,drinks
3064,checkout,checkout,spices,drinks,fruit
3055,dairy,spices,drinks,fruit,checkout
3061,spices,drinks,fruit,checkout,checkout
3067,drinks,fruit,checkout,checkout,checkout
3073,fruit,checkout,checkout,checkout,checkout
3085,checkout,checkout,checkout,checkout,dairy
3019,fruit,checkout,checkout,dairy,drinks
3025,checkout,checkout,dairy,drinks,checkout
3169,fruit,dairy,drinks,checkout,checkout
3189,dairy,drinks,checkout,checkout,checkout
3196,drinks,checkout,checkout,checkout,checkout
3206,checkout,checkout,checkout,checkout,checkout
3019,fruit,checkout,checkout,checkout,checkout
3025,checkout,checkout,checkout,checkout,checkout
3058,drinks,checkout,checkout,checkout,checkout
3079,checkout,checkout,checkout,checkout,checkout
3056,dairy,checkout,checkout,checkout,checkout
3099,checkout,checkout,checkout,checkout,drinks
3020,fruit,checkout,checkout,drinks,spices
3040,checkout,checkout,drinks,spices,drinks
3170,dairy,drinks,spices,drinks,spices
3178,drinks,spices,drinks,spices,checkout
3197,spices,drinks,spices,checkout,checkout
3214,drinks,spices,checkout,checkout,checkout
3256,spices,checkout,checkout,checkout,checkout
3265,checkout,checkout,checkout,checkout,checkout
3020,fruit,checkout,checkout,checkout,checkout
3040,checkout,checkout,checkout,checkout,checkout
3059,fruit,checkout,checkout,checkout,checkout
3073,checkout,checkout,checkout,checkout,dairy
3062,fruit,checkout,checkout,dairy,fruit
3100,checkout,checkout,dairy,fruit,checkout
3026,spices,dairy,fruit,checkout,checkout
3032,dairy,fruit,checkout,checkout,checkout
3050,fruit,checkout,checkout,checkout,checkout
3067,checkout,checkout,checkout,checkout,dairy
3171,fruit,checkout,checkout,dairy,fruit
3226,checkout,checkout,dairy,fruit,checkout
3026,spices,dairy,fruit,checkout,checkout
3032,dairy,fruit,checkout,checkout,checkout
3050,fruit,checkout,checkout,checkout,checkout
3067,checkout,checkout,checkout,checkout,checkout
3060,fruit,checkout,checkout,checkout,checkout
3065,checkout,checkout,checkout,checkout,checkout
3063,dairy,checkout,checkout,checkout,checkout
3068,checkout,checkout,checkout,checkout,checkout
3033,fruit,checkout,checkout,checkout,checkout
3041,checkout,checkout,checkout,checkout,checkout
3172,dairy,checkout,checkout,checkout,checkout
3179,checkout,checkout,checkout,checkout,spices
3033,fruit,checkout,checkout,spices,dairy
3041,checkout,checkout,spices,dairy,checkout
3066,fruit,spices,dairy,checkout,checkout
3089,spices,dairy,checkout,checkout,fruit
3091,dairy,checkout,checkout,fruit,checkout
3101,checkout,checkout,fruit,checkout,checkout
3064,dairy,fruit,checkout,checkout,checkout
3074,fruit,checkout,checkout,checkout,checkout
3090,checkout,checkout,checkout,checkout,checkout
3034,fruit,checkout,checkout,checkout,checkout
3042,checkout,checkout,checkout,checkout,checkout
3173,drinks,checkout,checkout,checkout,checkout
3190,checkout,checkout,checkout,checkout,spices
3034,fruit,checkout,checkout,spices,checkout
3042,checkout,checkout,spices,checkout,checkout
3074,fruit,spices,checkout,checkout,dairy
3081,spices,checkout,checkout,dairy,spices
3082,checkout,checkout,dairy,spices,checkout
3069,fruit,dairy,spices,checkout,checkout
3075,dairy,spices,checkout,checkout,checkout
3086,spices,checkout,checkout,checkout,checkout
3091,checkout,checkout,checkout,checkout,fruit
3035,fruit,checkout,checkout,fruit,drinks
3081,checkout,checkout,fruit,drinks,checkout
3174,drinks,fruit,drinks,checkout,checkout
3180,fruit,drinks,checkout,checkout,checkout
3191,drinks,checkout,checkout,checkout,checkout
3198,checkout,checkout,checkout,checkout,checkout
3035,fruit,checkout,checkout,checkout,checkout
3081,checkout,checkout,checkout,checkout,dairy
3083,fruit,checkout,checkout,dairy,checkout
3092,checkout,checkout,dairy,checkout,checkout
3076,spices,dairy,checkout,checkout,drinks
3087,dairy,checkout,checkout,drinks,fruit
3120,checkout,checkout,drinks,fruit,dairy
3036,spices,drinks,fruit,dairy,spices
3043,drinks,fruit,dairy,spices,fruit
3056,fruit,dairy,spices,fruit,spices
3068,dairy,spices,fruit,spices,dairy
3111,spices,fruit,spices,dairy,drinks
3119,fruit,spices,dairy,drinks,checkout
3132,spices,dairy,drinks,checkout,checkout
3140,dairy,drinks,checkout,checkout,drinks
3179,drinks,checkout,checkout,drinks,checkout
3212,checkout,checkout,drinks,checkout,checkout
3175,dairy,drinks,checkout,checkout,drinks
3227,drinks,checkout,checkout,drinks,fruit
3246,checkout,checkout,drinks,fruit,dairy
3036,spices,drinks,fruit,dairy,spices
3043,drinks,fruit,dairy,spices,fruit
3056,fruit,dairy,spices,fruit,spices
3068,dairy,spices,fruit,spices,dairy
3111,spices,fruit,spices,dairy,drinks
3119,fruit,spices,dairy,drinks,checkout
3132,spices,dairy,drinks,checkout,checkout
3140,dairy,drinks,checkout,checkout,fruit
3179,drinks,checkout,checkout,fruit,drinks
3212,checkout,checkout,fruit,drinks,checkout
3084,dairy,fruit,drinks,checkout,checkout
3094,fruit,drinks,checkout,checkout,dairy
3102,drinks,checkout,checkout,dairy,checkout
3110,checkout,checkout,dairy,checkout,checkout
3077,fruit,dairy,checkout,checkout,drinks
3107,dairy,checkout,checkout,drinks,fruit
3121,checkout,checkout,drinks,fruit,checkout
3044,dairy,drinks,fruit,checkout,checkout
3057,drinks,fruit,checkout,checkout,dairy
3069,fruit,checkout,checkout,dairy,checkout
3082,checkout,checkout,dairy,checkout,checkout
3181,fruit,dairy,checkout,checkout,drinks
3192,dairy,checkout,checkout,drinks,fruit
3284,checkout,checkout,drinks,fruit,checkout
3044,dairy,drinks,fruit,checkout,checkout
3057,drinks,fruit,checkout,checkout,fruit
3069,fruit,checkout,checkout,fruit,dairy
3082,checkout,checkout,fruit,dairy,spices
3095,dairy,fruit,dairy,spices,checkout
3103,fruit,dairy,spices,checkout,checkout
3114,dairy,spices,checkout,checkout,checkout
3123,spices,checkout,checkout,checkout,checkout
3128,checkout,checkout,checkout,checkout,checkout
3078,drinks,checkout,checkout,checkout,checkout
3092,checkout,checkout,checkout,checkout,checkout
282,dairy,checkout,checkout,checkout,checkout
286,checkout,checkout,checkout,checkout,checkout
283,dairy,checkout,checkout,checkout,checkout
288,checkout,checkout,checkout,checkout,checkout
282,dairy,checkout,checkout,checkout,checkout
286,checkout,checkout,checkout,checkout,drinks
294,drinks,checkout,checkout,drinks,checkout
302,checkout,checkout,drinks,checkout,checkout
288,fruit,drinks,checkout,checkout,checkout
293,drinks,checkout,checkout,checkout,checkout
296,checkout,checkout,checkout,checkout,fruit
3045,fruit,checkout,checkout,fruit,drinks
3051,checkout,checkout,fruit,drinks,fruit
3182,dairy,fruit,drinks,fruit,spices
3199,fruit,drinks,fruit,spices,dairy
3220,drinks,fruit,spices,dairy,drinks
3239,fruit,spices,dairy,drinks,checkout
3247,spices,dairy,drinks,checkout,checkout
3257,dairy,drinks,checkout,checkout,checkout
3281,drinks,checkout,checkout,checkout,checkout
3295,checkout,checkout,checkout,checkout,checkout
3045,fruit,checkout,checkout,checkout,checkout
3051,checkout,checkout,checkout,checkout,checkout
3096,dairy,checkout,checkout,checkout,checkout
3115,checkout,checkout,checkout,checkout,spices
3079,dairy,checkout,checkout,spices,drinks
3094,checkout,checkout,spices,drinks,checkout
3046,dairy,spices,drinks,checkout,checkout
3058,spices,drinks,checkout,checkout,spices
3070,drinks,checkout,checkout,spices,dairy
3106,checkout,checkout,spices,dairy,checkout
3183,dairy,spices,dairy,checkout,checkout
3228,spices,dairy,checkout,checkout,spices
3240,dairy,checkout,checkout,spices,drinks
3248,checkout,checkout,spices,drinks,checkout
3046,dairy,spices,drinks,checkout,checkout
3058,spices,drinks,checkout,checkout,fruit
3070,drinks,checkout,checkout,fruit,checkout
3106,checkout,checkout,fruit,checkout,checkout
3097,dairy,fruit,checkout,checkout,checkout
3104,fruit,checkout,checkout,checkout,checkout
3111,checkout,checkout,checkout,checkout,checkout
3095,fruit,checkout,checkout,checkout,checkout
3117,checkout,checkout,checkout,checkout,dairy
3047,fruit,checkout,checkout,dairy,fruit
3059,checkout,checkout,dairy,fruit,dairy
3184,fruit,dairy,fruit,dairy,fruit
3249,dairy,fruit,dairy,fruit,dairy
3266,fruit,dairy,fruit,dairy,checkout
3273,dairy,fruit,dairy,checkout,checkout
3296,fruit,dairy,checkout,checkout,checkout
3308,dairy,checkout,checkout,checkout,checkout
3316,checkout,checkout,checkout,checkout,checkout
3047,fruit,checkout,checkout,checkout,checkout
3059,checkout,checkout,checkout,checkout,checkout
3098,fruit,checkout,checkout,checkout,checkout
3105,checkout,checkout,checkout,checkout,dairy
3096,dairy,checkout,checkout,dairy,fruit
3114,checkout,checkout,dairy,fruit,dairy
3048,spices,dairy,fruit,dairy,checkout
3060,dairy,fruit,dairy,checkout,checkout
3074,fruit,dairy,checkout,checkout,dairy
3083,dairy,checkout,checkout,dairy,fruit
3097,checkout,checkout,dairy,fruit,checkout
3185,fruit,dairy,fruit,checkout,checkout
3193,dairy,fruit,checkout,checkout,dairy
3207,fruit,checkout,checkout,dairy,fruit
3250,checkout,checkout,dairy,fruit,dairy
3048,spices,dairy,fruit,dairy,checkout
3060,dairy,fruit,dairy,checkout,checkout
3074,fruit,dairy,checkout,checkout,checkout
3083,dairy,checkout,checkout,checkout,checkout
3097,checkout,checkout,checkout,checkout,fruit
3099,spices,checkout,checkout,fruit,checkout
3100,checkout,checkout,fruit,checkout,checkout
3097,drinks,fruit,checkout,checkout,checkout
3101,fruit,checkout,checkout,checkout,checkout
3103,checkout,checkout,checkout,checkout,checkout
3049,dairy,checkout,checkout,checkout,checkout
3075,checkout,checkout,checkout,checkout,checkout
3186,fruit,checkout,checkout,checkout,checkout
3208,checkout,checkout,checkout,checkout,checkout
3049,dairy,checkout,checkout,checkout,checkout
3075,checkout,checkout,checkout,checkout,checkout
3106,fruit,checkout,checkout,checkout,checkout
3112,checkout,checkout,checkout,checkout,checkout
3102,dairy,checkout,checkout,checkout,checkout
3110,checkout,checkout,checkout,checkout,drinks
3052,dairy,checkout,checkout,drinks,checkout
3071,checkout,checkout,drinks,checkout,checkout
3194,dairy,drinks,checkout,checkout,checkout
3267,drinks,checkout,checkout,checkout,checkout
3285,checkout,checkout,checkout,checkout,checkout
3052,dairy,checkout,checkout,checkout,checkout
3071,checkout,checkout,checkout,checkout,checkout
3108,fruit,checkout,checkout,checkout,checkout
3113,checkout,checkout,checkout,checkout,spices
3104,dairy,checkout,checkout,spices,fruit
3111,checkout,checkout,spices,fruit,dairy
3053,fruit,spices,fruit,dairy,drinks
3061,spices,fruit,dairy,drinks,checkout
3076,fruit,dairy,drinks,checkout,checkout
3120,dairy,drinks,checkout,checkout,spices
3126,drinks,checkout,checkout,spices,dairy
3141,checkout,checkout,spices,dairy,checkout
3200,drinks,spices,dairy,checkout,checkout
3215,spices,dairy,checkout,checkout,spices
3251,dairy,checkout,checkout,spices,fruit
3268,checkout,checkout,spices,fruit,dairy
3053,fruit,spices,fruit,dairy,drinks
3061,spices,fruit,dairy,drinks,checkout
3076,fruit,dairy,drinks,checkout,checkout
3120,dairy,drinks,checkout,checkout,checkout
3126,drinks,checkout,checkout,checkout,checkout
3141,checkout,checkout,checkout,checkout,checkout
3116,dairy,checkout,checkout,checkout,checkout
3132,checkout,checkout,checkout,checkout,checkout
3105,fruit,checkout,checkout,checkout,checkout
3108,checkout,checkout,checkout,checkout,dairy
3062,drinks,checkout,checkout,dairy,fruit
3077,checkout,checkout,dairy,fruit,drinks
3201,spices,dairy,fruit,drinks,spices
3221,dairy,fruit,drinks,spices,drinks
3258,fruit,drinks,spices,drinks,spices
3274,drinks,spices,drinks,spices,dairy
3291,spices,drinks,spices,dairy,fruit
3297,drinks,spices,dairy,fruit,checkout
3309,spices,dairy,fruit,checkout,checkout
3317,dairy,fruit,checkout,checkout,checkout
3328,fruit,checkout,checkout,checkout,checkout
3349,checkout,checkout,checkout,checkout,drinks
3062,drinks,checkout,checkout,drinks,fruit
3077,checkout,checkout,drinks,fruit,checkout
3117,spices,drinks,fruit,checkout,checkout
3121,drinks,fruit,checkout,checkout,checkout
3129,fruit,checkout,checkout,checkout,checkout
3140,checkout,checkout,checkout,checkout,checkout
3106,dairy,checkout,checkout,checkout,checkout
3109,checkout,checkout,checkout,checkout,checkout
3063,dairy,checkout,checkout,checkout,checkout
3078,checkout,checkout,checkout,checkout,checkout
3202,fruit,checkout,checkout,checkout,checkout
3209,checkout,checkout,checkout,checkout,drinks
3063,dairy,checkout,checkout,drinks,checkout
3078,checkout,checkout,drinks,checkout,checkout
3118,spices,drinks,checkout,checkout,checkout
3122,drinks,checkout,checkout,checkout,checkout
3130,checkout,checkout,checkout,checkout,checkout
3112,dairy,checkout,checkout,checkout,checkout
3115,checkout,checkout,checkout,checkout,drinks
3064,fruit,checkout,checkout,drinks,fruit
3072,checkout,checkout,drinks,fruit,checkout
3210,spices,drinks,fruit,checkout,checkout
3216,drinks,fruit,checkout,checkout,checkout
3229,fruit,checkout,checkout,checkout,checkout
3259,checkout,checkout,checkout,checkout,spices
3064,fruit,checkout,checkout,spices,drinks
3072,checkout,checkout,spices,drinks,spices
3119,dairy,spices,drinks,spices,checkout
3124,spices,drinks,spices,checkout,checkout
3131,drinks,spices,checkout,checkout,checkout
3133,spices,checkout,checkout,checkout,checkout
3134,checkout,checkout,checkout,checkout,dairy
3113,fruit,checkout,checkout,dairy,checkout
3135,checkout,checkout,dairy,checkout,checkout
283,spices,dairy,checkout,checkout,dairy
288,dairy,checkout,checkout,dairy,checkout
297,checkout,checkout,dairy,checkout,checkout
284,drinks,dairy,checkout,checkout,dairy
289,dairy,checkout,checkout,dairy,checkout
295,checkout,checkout,dairy,checkout,checkout
283,spices,dairy,checkout,checkout,fruit
288,dairy,checkout,checkout,fruit,drinks
297,checkout,checkout,fruit,drinks,checkout
295,dairy,fruit,drinks,checkout,checkout
347,fruit,drinks,checkout,checkout,checkout
354,drinks,checkout,checkout,checkout,checkout
367,checkout,checkout,checkout,checkout,checkout
289,dairy,checkout,checkout,checkout,checkout
376,checkout,checkout,checkout,checkout,checkout
3073,fruit,checkout,checkout,checkout,checkout
3084,checkout,checkout,checkout,checkout,checkout
3211,drinks,checkout,checkout,checkout,checkout
3217,checkout,checkout,checkout,checkout,checkout
3073,fruit,checkout,checkout,checkout,checkout
3084,checkout,checkout,checkout,checkout,checkout
3120,dairy,checkout,checkout,checkout,checkout
3135,checkout,checkout,checkout,checkout,checkout
3116,dairy,checkout,checkout,checkout,checkout
3122,checkout,checkout,checkout,checkout,spices
3085,dairy,checkout,checkout,spices,dairy
3088,checkout,checkout,spices,dairy,drinks
3212,fruit,spices,dairy,drinks,checkout
3269,spices,dairy,drinks,checkout,checkout
3275,dairy,drinks,checkout,checkout,checkout
3292,drinks,checkout,checkout,checkout,checkout
3298,checkout,checkout,checkout,checkout,drinks
3085,dairy,checkout,checkout,drinks,spices
3088,checkout,checkout,drinks,spices,fruit
3125,fruit,drinks,spices,fruit,dairy
3144,drinks,spices,fruit,dairy,fruit
3148,spices,fruit,dairy,fruit,dairy
3164,fruit,dairy,fruit,dairy,spices
3180,dairy,fruit,dairy,spices,fruit
3207,fruit,dairy,spices,fruit,spices
3217,dairy,spices,fruit,spices,checkout
3242,spices,fruit,spices,checkout,checkout
3269,fruit,spices,checkout,checkout,checkout
3298,spices,checkout,checkout,checkout,checkout
3308,checkout,checkout,checkout,checkout,checkout
3118,dairy,checkout,checkout,checkout,checkout
3138,checkout,checkout,checkout,checkout,fruit
3086,dairy,checkout,checkout,fruit,checkout
3089,checkout,checkout,fruit,checkout,checkout
3218,dairy,fruit,checkout,checkout,checkout
3286,fruit,checkout,checkout,checkout,checkout
3299,checkout,checkout,checkout,checkout,spices
3086,dairy,checkout,checkout,spices,checkout
3089,checkout,checkout,spices,checkout,checkout
3126,fruit,spices,checkout,checkout,dairy
3136,spices,checkout,checkout,dairy,fruit
3145,checkout,checkout,dairy,fruit,spices
3119,fruit,dairy,fruit,spices,dairy
3123,dairy,fruit,spices,dairy,fruit
3130,fruit,spices,dairy,fruit,drinks
3136,spices,dairy,fruit,drinks,checkout
3139,dairy,fruit,drinks,checkout,checkout
3159,fruit,drinks,checkout,checkout,fruit
3163,drinks,checkout,checkout,fruit,checkout
3189,checkout,checkout,fruit,checkout,checkout
3090,dairy,fruit,checkout,checkout,checkout
3127,fruit,checkout,checkout,checkout,checkout
3129,checkout,checkout,checkout,checkout,fruit
3222,dairy,checkout,checkout,fruit,checkout
3230,checkout,checkout,fruit,checkout,checkout
3090,dairy,fruit,checkout,checkout,checkout
3127,fruit,checkout,checkout,checkout,checkout
3129,checkout,checkout,checkout,checkout,drinks
3127,fruit,checkout,checkout,drinks,fruit
3137,checkout,checkout,drinks,fruit,dairy
3124,spices,drinks,fruit,dairy,spices
3125,drinks,fruit,dairy,spices,checkout
3131,fruit,dairy,spices,checkout,checkout
3142,dairy,spices,checkout,checkout,drinks
3146,spices,checkout,checkout,drinks,checkout
3199,checkout,checkout,drinks,checkout,checkout
3091,dairy,drinks,checkout,checkout,checkout
3107,drinks,checkout,checkout,checkout,checkout
3121,checkout,checkout,checkout,checkout,drinks
3223,fruit,checkout,checkout,drinks,checkout
3231,checkout,checkout,drinks,checkout,checkout
3091,dairy,drinks,checkout,checkout,drinks
3107,drinks,checkout,checkout,drinks,checkout
3121,checkout,checkout,drinks,checkout,checkout
3138,dairy,drinks,checkout,checkout,dairy
3149,drinks,checkout,checkout,dairy,checkout
3154,checkout,checkout,dairy,checkout,checkout
3126,fruit,dairy,checkout,checkout,drinks
3137,dairy,checkout,checkout,drinks,spices
3147,checkout,checkout,drinks,spices,fruit
3092,fruit,drinks,spices,fruit,checkout
3098,drinks,spices,fruit,checkout,checkout
3112,spices,fruit,checkout,checkout,fruit
3124,fruit,checkout,checkout,fruit,checkout
3142,checkout,checkout,fruit,checkout,checkout
3224,dairy,fruit,checkout,checkout,drinks
3232,fruit,checkout,checkout,drinks,spices
3260,checkout,checkout,drinks,spices,fruit
3092,fruit,drinks,spices,fruit,checkout
3098,drinks,spices,fruit,checkout,checkout
3112,spices,fruit,checkout,checkout,checkout
3124,fruit,checkout,checkout,checkout,checkout
3142,checkout,checkout,checkout,checkout,fruit
3139,fruit,checkout,checkout,fruit,dairy
3191,checkout,checkout,fruit,dairy,checkout
3127,drinks,fruit,dairy,checkout,checkout
3160,fruit,dairy,checkout,checkout,drinks
3179,dairy,checkout,checkout,drinks,checkout
3190,checkout,checkout,drinks,checkout,checkout
3093,spices,drinks,checkout,checkout,spices
3099,drinks,checkout,checkout,spices,drinks
3113,checkout,checkout,spices,drinks,spices
3225,dairy,spices,drinks,spices,checkout
3233,spices,drinks,spices,checkout,checkout
3261,drinks,spices,checkout,checkout,drinks
3270,spices,checkout,checkout,drinks,checkout
3282,checkout,checkout,drinks,checkout,checkout
3093,spices,drinks,checkout,checkout,checkout
3099,drinks,checkout,checkout,checkout,checkout
3113,checkout,checkout,checkout,checkout,checkout
3141,fruit,checkout,checkout,checkout,checkout
3146,checkout,checkout,checkout,checkout,fruit
3128,dairy,checkout,checkout,fruit,spices
3132,checkout,checkout,fruit,spices,drinks
3094,dairy,fruit,spices,drinks,spices
3108,fruit,spices,drinks,spices,drinks
3135,spices,drinks,spices,drinks,fruit
3143,drinks,spices,drinks,fruit,checkout
3149,spices,drinks,fruit,checkout,checkout
3150,drinks,fruit,checkout,checkout,checkout
3154,fruit,checkout,checkout,checkout,checkout
3159,checkout,checkout,checkout,checkout,fruit
3234,drinks,checkout,checkout,fruit,spices
3241,checkout,checkout,fruit,spices,drinks
3094,dairy,fruit,spices,drinks,spices
3108,fruit,spices,drinks,spices,drinks
3135,spices,drinks,spices,drinks,fruit
3143,drinks,spices,drinks,fruit,checkout
3149,spices,drinks,fruit,checkout,checkout
3150,drinks,fruit,checkout,checkout,drinks
3154,fruit,checkout,checkout,drinks,checkout
3159,checkout,checkout,drinks,checkout,checkout
3142,dairy,drinks,checkout,checkout,checkout
3155,drinks,checkout,checkout,checkout,checkout
3165,checkout,checkout,checkout,checkout,checkout
3129,drinks,checkout,checkout,checkout,checkout
3133,checkout,checkout,checkout,checkout,checkout
3100,dairy,checkout,checkout,checkout,checkout
3114,checkout,checkout,checkout,checkout,checkout
3235,fruit,checkout,checkout,checkout,checkout
3293,checkout,checkout,checkout,checkout,dairy
3100,dairy,checkout,checkout,dairy,spices
3114,checkout,checkout,dairy,spices,fruit
3143,spices,dairy,spices,fruit,checkout
3147,dairy,spices,fruit,checkout,checkout
3192,spices,fruit,checkout,checkout,checkout
3208,fruit,checkout,checkout,checkout,checkout
3246,checkout,checkout,checkout,checkout,checkout
3134,drinks,checkout,checkout,checkout,checkout
3143,checkout,checkout,checkout,checkout,checkout
3101,fruit,checkout,checkout,checkout,checkout
3115,checkout,checkout,checkout,checkout,checkout
3236,dairy,checkout,checkout,checkout,checkout
3242,checkout,checkout,checkout,checkout,checkout
3101,fruit,checkout,checkout,checkout,checkout
3115,checkout,checkout,checkout,checkout,dairy
3150,drinks,checkout,checkout,dairy,fruit
3156,checkout,checkout,dairy,fruit,dairy
3140,spices,dairy,fruit,dairy,checkout
3148,dairy,fruit,dairy,checkout,checkout
3153,fruit,dairy,checkout,checkout,spices
3161,dairy,checkout,checkout,spices,drinks
3200,checkout,checkout,spices,drinks,fruit
287,fruit,spices,drinks,fruit,checkout
309,spices,drinks,fruit,checkout,checkout
313,drinks,fruit,checkout,checkout,fruit
320,fruit,checkout,checkout,fruit,spices
